Comunidad Autonoma;Tasa Paro;Sexo;Periodo;Edad
Cataluña;3.48;Hombres;2005T3;55 y más años
Cataluña;5.7;Hombres;2005T2;55 y más años
Cataluña;4.11;Hombres;2005T1;55 y más años
Cataluña;7.54;Hombres;2004T4;55 y más años
Cataluña;7.28;Hombres;2004T3;55 y más años
Cataluña;6.53;Hombres;2004T2;55 y más años
Cataluña;5.71;Hombres;2004T1;55 y más años
Cataluña;3.83;Hombres;2003T4;55 y más años
Cataluña;6.66;Hombres;2003T3;55 y más años
Cataluña;5.35;Hombres;2003T2;55 y más años
Cataluña;5.41;Hombres;2003T1;55 y más años
Cataluña;4.47;Hombres;2002T4;55 y más años
Cataluña;5.68;Hombres;2002T3;55 y más años
Cataluña;5.53;Hombres;2002T2;55 y más años
Cataluña;7.1;Hombres;2002T1;55 y más años
Comunitat Valenciana;11.44;Hombres;2019T3;Total
Comunitat Valenciana;12.08;Hombres;2019T2;Total
Comunitat Valenciana;11.8;Hombres;2019T1;Total
Comunitat Valenciana;12.56;Hombres;2018T4;Total
Comunitat Valenciana;13.49;Hombres;2018T3;Total
Comunitat Valenciana;14.13;Hombres;2018T2;Total
Comunitat Valenciana;15.84;Hombres;2018T1;Total
Comunitat Valenciana;14.77;Hombres;2017T4;Total
Comunitat Valenciana;16.3;Hombres;2017T3;Total
Comunitat Valenciana;16.13;Hombres;2017T2;Total
Comunitat Valenciana;18.71;Hombres;2017T1;Total
Comunitat Valenciana;17.49;Hombres;2016T4;Total
Comunitat Valenciana;18.39;Hombres;2016T3;Total
Comunitat Valenciana;19.06;Hombres;2016T2;Total
Comunitat Valenciana;20.69;Hombres;2016T1;Total
Comunitat Valenciana;20.33;Hombres;2015T4;Total
Comunitat Valenciana;21.3;Hombres;2015T3;Total
Comunitat Valenciana;22.32;Hombres;2015T2;Total
Comunitat Valenciana;23.69;Hombres;2015T1;Total
Comunitat Valenciana;22.62;Hombres;2014T4;Total
Comunitat Valenciana;24.9;Hombres;2014T3;Total
Comunitat Valenciana;25.45;Hombres;2014T2;Total
Comunitat Valenciana;27.1;Hombres;2014T1;Total
Comunitat Valenciana;26.23;Hombres;2013T4;Total
Comunitat Valenciana;27.28;Hombres;2013T3;Total
Comunitat Valenciana;27.27;Hombres;2013T2;Total
Comunitat Valenciana;27.55;Hombres;2013T1;Total
Comunitat Valenciana;27.25;Hombres;2012T4;Total
Comunitat Valenciana;27.32;Hombres;2012T3;Total
Comunitat Valenciana;27.38;Hombres;2012T2;Total
Comunitat Valenciana;27.47;Hombres;2012T1;Total
Comunitat Valenciana;25.05;Hombres;2011T4;Total
Comunitat Valenciana;23.74;Hombres;2011T3;Total
Comunitat Valenciana;22.65;Hombres;2011T2;Total
Comunitat Valenciana;23.37;Hombres;2011T1;Total
Comunitat Valenciana;22.2;Hombres;2010T4;Total
Comunitat Valenciana;23.0;Hombres;2010T3;Total
Comunitat Valenciana;23.52;Hombres;2010T2;Total
Comunitat Valenciana;23.01;Hombres;2010T1;Total
Comunitat Valenciana;22.81;Hombres;2009T4;Total
Comunitat Valenciana;22.27;Hombres;2009T3;Total
Comunitat Valenciana;20.53;Hombres;2009T2;Total
Comunitat Valenciana;18.29;Hombres;2009T1;Total
Comunitat Valenciana;13.71;Hombres;2008T4;Total
Comunitat Valenciana;11.61;Hombres;2008T3;Total
Comunitat Valenciana;10.29;Hombres;2008T2;Total
Comunitat Valenciana;8.06;Hombres;2008T1;Total
Comunitat Valenciana;7.82;Hombres;2007T4;Total
Comunitat Valenciana;6.55;Hombres;2007T3;Total
Comunitat Valenciana;6.93;Hombres;2007T2;Total
Comunitat Valenciana;6.26;Hombres;2007T1;Total
Comunitat Valenciana;6.37;Hombres;2006T4;Total
Comunitat Valenciana;6.49;Hombres;2006T3;Total
Comunitat Valenciana;5.89;Hombres;2006T2;Total
Comunitat Valenciana;6.91;Hombres;2006T1;Total
Comunitat Valenciana;6.52;Hombres;2005T4;Total
Comunitat Valenciana;5.62;Hombres;2005T3;Total
Comunitat Valenciana;7.45;Hombres;2005T2;Total
Comunitat Valenciana;8.1;Hombres;2005T1;Total
Comunitat Valenciana;7.71;Hombres;2004T4;Total
Comunitat Valenciana;8.77;Hombres;2004T3;Total
Comunitat Valenciana;8.02;Hombres;2004T2;Total
Comunitat Valenciana;8.3;Hombres;2004T1;Total
Comunitat Valenciana;8.35;Hombres;2003T4;Total
Comunitat Valenciana;8.9;Hombres;2003T3;Total
Comunitat Valenciana;8.41;Hombres;2003T2;Total
Comunitat Valenciana;8.53;Hombres;2003T1;Total
Comunitat Valenciana;8.64;Hombres;2002T4;Total
Comunitat Valenciana;8.61;Hombres;2002T3;Total
Comunitat Valenciana;8.4;Hombres;2002T2;Total
Comunitat Valenciana;6.97;Hombres;2002T1;Total
Comunitat Valenciana;26.0;Hombres;2019T3;Menores de 25 años
Comunitat Valenciana;33.36;Hombres;2019T2;Menores de 25 años
Comunitat Valenciana;27.26;Hombres;2019T1;Menores de 25 años
Comunitat Valenciana;33.1;Hombres;2018T4;Menores de 25 años
Comunitat Valenciana;33.78;Hombres;2018T3;Menores de 25 años
Comunitat Valenciana;32.54;Hombres;2018T2;Menores de 25 años
Comunitat Valenciana;42.61;Hombres;2018T1;Menores de 25 años
Comunitat Valenciana;40.33;Hombres;2017T4;Menores de 25 años
Comunitat Valenciana;42.21;Hombres;2017T3;Menores de 25 años
Comunitat Valenciana;44.45;Hombres;2017T2;Menores de 25 años
Comunitat Valenciana;47.83;Hombres;2017T1;Menores de 25 años
Comunitat Valenciana;43.1;Hombres;2016T4;Menores de 25 años
Comunitat Valenciana;43.85;Hombres;2016T3;Menores de 25 años
Comunitat Valenciana;45.3;Hombres;2016T2;Menores de 25 años
Comunitat Valenciana;47.54;Hombres;2016T1;Menores de 25 años
Comunitat Valenciana;43.79;Hombres;2015T4;Menores de 25 años
Comunitat Valenciana;47.61;Hombres;2015T3;Menores de 25 años
Comunitat Valenciana;51.62;Hombres;2015T2;Menores de 25 años
Comunitat Valenciana;51.9;Hombres;2015T1;Menores de 25 años
Comunitat Valenciana;47.49;Hombres;2014T4;Menores de 25 años
Comunitat Valenciana;58.07;Hombres;2014T3;Menores de 25 años
Comunitat Valenciana;58.65;Hombres;2014T2;Menores de 25 años
Comunitat Valenciana;66.6;Hombres;2014T1;Menores de 25 años
Comunitat Valenciana;61.57;Hombres;2013T4;Menores de 25 años
Comunitat Valenciana;59.14;Hombres;2013T3;Menores de 25 años
Comunitat Valenciana;53.16;Hombres;2013T2;Menores de 25 años
Comunitat Valenciana;56.81;Hombres;2013T1;Menores de 25 años
Comunitat Valenciana;49.69;Hombres;2012T4;Menores de 25 años
Comunitat Valenciana;53.62;Hombres;2012T3;Menores de 25 años
Comunitat Valenciana;58.77;Hombres;2012T2;Menores de 25 años
Comunitat Valenciana;60.83;Hombres;2012T1;Menores de 25 años
Comunitat Valenciana;59.71;Hombres;2011T4;Menores de 25 años
Comunitat Valenciana;55.58;Hombres;2011T3;Menores de 25 años
Comunitat Valenciana;53.25;Hombres;2011T2;Menores de 25 años
Comunitat Valenciana;52.48;Hombres;2011T1;Menores de 25 años
Comunitat Valenciana;45.47;Hombres;2010T4;Menores de 25 años
Comunitat Valenciana;39.15;Hombres;2010T3;Menores de 25 años
Comunitat Valenciana;39.97;Hombres;2010T2;Menores de 25 años
Comunitat Valenciana;41.09;Hombres;2010T1;Menores de 25 años
Comunitat Valenciana;39.91;Hombres;2009T4;Menores de 25 años
Comunitat Valenciana;39.28;Hombres;2009T3;Menores de 25 años
Comunitat Valenciana;39.82;Hombres;2009T2;Menores de 25 años
Comunitat Valenciana;39.68;Hombres;2009T1;Menores de 25 años
Comunitat Valenciana;30.14;Hombres;2008T4;Menores de 25 años
Comunitat Valenciana;26.39;Hombres;2008T3;Menores de 25 años
Comunitat Valenciana;26.21;Hombres;2008T2;Menores de 25 años
Comunitat Valenciana;18.59;Hombres;2008T1;Menores de 25 años
Comunitat Valenciana;18.69;Hombres;2007T4;Menores de 25 años
Comunitat Valenciana;13.92;Hombres;2007T3;Menores de 25 años
Comunitat Valenciana;16.9;Hombres;2007T2;Menores de 25 años
Comunitat Valenciana;16.41;Hombres;2007T1;Menores de 25 años
Comunitat Valenciana;15.33;Hombres;2006T4;Menores de 25 años
Comunitat Valenciana;15.42;Hombres;2006T3;Menores de 25 años
Comunitat Valenciana;13.66;Hombres;2006T2;Menores de 25 años
Comunitat Valenciana;16.56;Hombres;2006T1;Menores de 25 años
Comunitat Valenciana;16.64;Hombres;2005T4;Menores de 25 años
Comunitat Valenciana;11.87;Hombres;2005T3;Menores de 25 años
Comunitat Valenciana;18.84;Hombres;2005T2;Menores de 25 años
Comunitat Valenciana;20.3;Hombres;2005T1;Menores de 25 años
Comunitat Valenciana;19.94;Hombres;2004T4;Menores de 25 años
Comunitat Valenciana;16.96;Hombres;2004T3;Menores de 25 años
Comunitat Valenciana;15.92;Hombres;2004T2;Menores de 25 años
Comunitat Valenciana;15.92;Hombres;2004T1;Menores de 25 años
Comunitat Valenciana;14.71;Hombres;2003T4;Menores de 25 años
Comunitat Valenciana;15.26;Hombres;2003T3;Menores de 25 años
Comunitat Valenciana;16.08;Hombres;2003T2;Menores de 25 años
Comunitat Valenciana;17.5;Hombres;2003T1;Menores de 25 años
Comunitat Valenciana;18.95;Hombres;2002T4;Menores de 25 años
Comunitat Valenciana;18.2;Hombres;2002T3;Menores de 25 años
Comunitat Valenciana;16.41;Hombres;2002T2;Menores de 25 años
Comunitat Valenciana;15.18;Hombres;2002T1;Menores de 25 años
Comunitat Valenciana;10.18;Hombres;2019T3;25 y más años
Comunitat Valenciana;10.53;Hombres;2019T2;25 y más años
Comunitat Valenciana;10.82;Hombres;2019T1;25 y más años
Comunitat Valenciana;11.17;Hombres;2018T4;25 y más años
Comunitat Valenciana;11.89;Hombres;2018T3;25 y más años
Comunitat Valenciana;12.73;Hombres;2018T2;25 y más años
Comunitat Valenciana;13.85;Hombres;2018T1;25 y más años
Comunitat Valenciana;12.87;Hombres;2017T4;25 y más años
Comunitat Valenciana;14.02;Hombres;2017T3;25 y más años
Comunitat Valenciana;13.85;Hombres;2017T2;25 y más años
Comunitat Valenciana;16.53;Hombres;2017T1;25 y más años
Comunitat Valenciana;15.67;Hombres;2016T4;25 y más años
Comunitat Valenciana;16.3;Hombres;2016T3;25 y más años
Comunitat Valenciana;16.98;Hombres;2016T2;25 y más años
Comunitat Valenciana;18.82;Hombres;2016T1;25 y más años
Comunitat Valenciana;18.64;Hombres;2015T4;25 y más años
Comunitat Valenciana;19.04;Hombres;2015T3;25 y más años
Comunitat Valenciana;20.12;Hombres;2015T2;25 y más años
Comunitat Valenciana;21.46;Hombres;2015T1;25 y más años
Comunitat Valenciana;20.71;Hombres;2014T4;25 y más años
Comunitat Valenciana;22.24;Hombres;2014T3;25 y más años
Comunitat Valenciana;22.88;Hombres;2014T2;25 y más años
Comunitat Valenciana;24.11;Hombres;2014T1;25 y más años
Comunitat Valenciana;23.4;Hombres;2013T4;25 y más años
Comunitat Valenciana;24.61;Hombres;2013T3;25 y más años
Comunitat Valenciana;25.18;Hombres;2013T2;25 y más años
Comunitat Valenciana;25.28;Hombres;2013T1;25 y más años
Comunitat Valenciana;25.48;Hombres;2012T4;25 y más años
Comunitat Valenciana;25.02;Hombres;2012T3;25 y más años
Comunitat Valenciana;24.82;Hombres;2012T2;25 y más años
Comunitat Valenciana;24.81;Hombres;2012T1;25 y más años
Comunitat Valenciana;22.29;Hombres;2011T4;25 y más años
Comunitat Valenciana;20.69;Hombres;2011T3;25 y más años
Comunitat Valenciana;19.94;Hombres;2011T2;25 y más años
Comunitat Valenciana;20.87;Hombres;2011T1;25 y más años
Comunitat Valenciana;20.13;Hombres;2010T4;25 y más años
Comunitat Valenciana;21.37;Hombres;2010T3;25 y más años
Comunitat Valenciana;21.9;Hombres;2010T2;25 y más años
Comunitat Valenciana;21.26;Hombres;2010T1;25 y más años
Comunitat Valenciana;21.08;Hombres;2009T4;25 y más años
Comunitat Valenciana;20.29;Hombres;2009T3;25 y más años
Comunitat Valenciana;18.41;Hombres;2009T2;25 y más años
Comunitat Valenciana;16.01;Hombres;2009T1;25 y más años
Comunitat Valenciana;11.84;Hombres;2008T4;25 y más años
Comunitat Valenciana;9.69;Hombres;2008T3;25 y más años
Comunitat Valenciana;8.38;Hombres;2008T2;25 y más años
Comunitat Valenciana;6.84;Hombres;2008T1;25 y más años
Comunitat Valenciana;6.48;Hombres;2007T4;25 y más años
Comunitat Valenciana;5.6;Hombres;2007T3;25 y más años
Comunitat Valenciana;5.63;Hombres;2007T2;25 y más años
Comunitat Valenciana;4.99;Hombres;2007T1;25 y más años
Comunitat Valenciana;5.3;Hombres;2006T4;25 y más años
Comunitat Valenciana;5.31;Hombres;2006T3;25 y más años
Comunitat Valenciana;4.91;Hombres;2006T2;25 y más años
Comunitat Valenciana;5.73;Hombres;2006T1;25 y más años
Comunitat Valenciana;5.24;Hombres;2005T4;25 y más años
Comunitat Valenciana;4.79;Hombres;2005T3;25 y más años
Comunitat Valenciana;5.96;Hombres;2005T2;25 y más años
Comunitat Valenciana;6.48;Hombres;2005T1;25 y más años
Comunitat Valenciana;5.98;Hombres;2004T4;25 y más años
Comunitat Valenciana;7.58;Hombres;2004T3;25 y más años
Comunitat Valenciana;6.89;Hombres;2004T2;25 y más años
Comunitat Valenciana;7.2;Hombres;2004T1;25 y más años
Comunitat Valenciana;7.4;Hombres;2003T4;25 y más años
Comunitat Valenciana;7.92;Hombres;2003T3;25 y más años
Comunitat Valenciana;7.22;Hombres;2003T2;25 y más años
Comunitat Valenciana;7.14;Hombres;2003T1;25 y más años
Comunitat Valenciana;7.03;Hombres;2002T4;25 y más años
Comunitat Valenciana;7.05;Hombres;2002T3;25 y más años
Comunitat Valenciana;7.16;Hombres;2002T2;25 y más años
Comunitat Valenciana;5.66;Hombres;2002T1;25 y más años
Comunitat Valenciana;35.45;Hombres;2019T3;De 16 a 19 años
Comunitat Valenciana;44.76;Hombres;2019T2;De 16 a 19 años
Comunitat Valenciana;29.71;Hombres;2019T1;De 16 a 19 años
Comunitat Valenciana;52.85;Hombres;2018T4;De 16 a 19 años
Comunitat Valenciana;39.51;Hombres;2018T3;De 16 a 19 años
Comunitat Valenciana;43.73;Hombres;2018T2;De 16 a 19 años
Comunitat Valenciana;56.61;Hombres;2018T1;De 16 a 19 años
Comunitat Valenciana;55.51;Hombres;2017T4;De 16 a 19 años
Comunitat Valenciana;51.04;Hombres;2017T3;De 16 a 19 años
Comunitat Valenciana;51.87;Hombres;2017T2;De 16 a 19 años
Comunitat Valenciana;45.82;Hombres;2017T1;De 16 a 19 años
Comunitat Valenciana;40.49;Hombres;2016T4;De 16 a 19 años
Comunitat Valenciana;50.79;Hombres;2016T3;De 16 a 19 años
Comunitat Valenciana;64.19;Hombres;2016T2;De 16 a 19 años
Comunitat Valenciana;69.02;Hombres;2016T1;De 16 a 19 años
Comunitat Valenciana;56.73;Hombres;2015T4;De 16 a 19 años
Comunitat Valenciana;61.19;Hombres;2015T3;De 16 a 19 años
Comunitat Valenciana;58.83;Hombres;2015T2;De 16 a 19 años
Comunitat Valenciana;71.43;Hombres;2015T1;De 16 a 19 años
Comunitat Valenciana;68.07;Hombres;2014T4;De 16 a 19 años
Comunitat Valenciana;80.21;Hombres;2014T3;De 16 a 19 años
Comunitat Valenciana;74.06;Hombres;2014T2;De 16 a 19 años
Comunitat Valenciana;78.39;Hombres;2014T1;De 16 a 19 años
Comunitat Valenciana;73.99;Hombres;2013T4;De 16 a 19 años
Comunitat Valenciana;70.43;Hombres;2013T3;De 16 a 19 años
Comunitat Valenciana;62.54;Hombres;2013T2;De 16 a 19 años
Comunitat Valenciana;66.38;Hombres;2013T1;De 16 a 19 años
Comunitat Valenciana;57.19;Hombres;2012T4;De 16 a 19 años
Comunitat Valenciana;65.17;Hombres;2012T3;De 16 a 19 años
Comunitat Valenciana;72.08;Hombres;2012T2;De 16 a 19 años
Comunitat Valenciana;69.19;Hombres;2012T1;De 16 a 19 años
Comunitat Valenciana;80.58;Hombres;2011T4;De 16 a 19 años
Comunitat Valenciana;73.5;Hombres;2011T3;De 16 a 19 años
Comunitat Valenciana;79.59;Hombres;2011T2;De 16 a 19 años
Comunitat Valenciana;67.1;Hombres;2011T1;De 16 a 19 años
Comunitat Valenciana;73.45;Hombres;2010T4;De 16 a 19 años
Comunitat Valenciana;59.23;Hombres;2010T3;De 16 a 19 años
Comunitat Valenciana;57.17;Hombres;2010T2;De 16 a 19 años
Comunitat Valenciana;60.06;Hombres;2010T1;De 16 a 19 años
Comunitat Valenciana;60.15;Hombres;2009T4;De 16 a 19 años
Comunitat Valenciana;46.68;Hombres;2009T3;De 16 a 19 años
Comunitat Valenciana;58.04;Hombres;2009T2;De 16 a 19 años
Comunitat Valenciana;58.28;Hombres;2009T1;De 16 a 19 años
Comunitat Valenciana;43.97;Hombres;2008T4;De 16 a 19 años
Comunitat Valenciana;37.6;Hombres;2008T3;De 16 a 19 años
Comunitat Valenciana;43.68;Hombres;2008T2;De 16 a 19 años
Comunitat Valenciana;27.89;Hombres;2008T1;De 16 a 19 años
Comunitat Valenciana;27.9;Hombres;2007T4;De 16 a 19 años
Comunitat Valenciana;19.8;Hombres;2007T3;De 16 a 19 años
Comunitat Valenciana;27.15;Hombres;2007T2;De 16 a 19 años
Comunitat Valenciana;23.27;Hombres;2007T1;De 16 a 19 años
Comunitat Valenciana;31.52;Hombres;2006T4;De 16 a 19 años
Comunitat Valenciana;23.17;Hombres;2006T3;De 16 a 19 años
Comunitat Valenciana;23.53;Hombres;2006T2;De 16 a 19 años
Comunitat Valenciana;25.26;Hombres;2006T1;De 16 a 19 años
Comunitat Valenciana;28.16;Hombres;2005T4;De 16 a 19 años
Comunitat Valenciana;17.0;Hombres;2005T3;De 16 a 19 años
Comunitat Valenciana;32.0;Hombres;2005T2;De 16 a 19 años
Comunitat Valenciana;30.71;Hombres;2005T1;De 16 a 19 años
Comunitat Valenciana;23.85;Hombres;2004T4;De 16 a 19 años
Comunitat Valenciana;25.65;Hombres;2004T3;De 16 a 19 años
Comunitat Valenciana;26.17;Hombres;2004T2;De 16 a 19 años
Comunitat Valenciana;25.84;Hombres;2004T1;De 16 a 19 años
Comunitat Valenciana;23.24;Hombres;2003T4;De 16 a 19 años
Comunitat Valenciana;24.27;Hombres;2003T3;De 16 a 19 años
Comunitat Valenciana;23.22;Hombres;2003T2;De 16 a 19 años
Comunitat Valenciana;25.11;Hombres;2003T1;De 16 a 19 años
Comunitat Valenciana;21.08;Hombres;2002T4;De 16 a 19 años
Comunitat Valenciana;22.31;Hombres;2002T3;De 16 a 19 años
Comunitat Valenciana;19.76;Hombres;2002T2;De 16 a 19 años
Comunitat Valenciana;14.6;Hombres;2002T1;De 16 a 19 años
Comunitat Valenciana;23.4;Hombres;2019T3;De 20 a 24 años
Comunitat Valenciana;29.41;Hombres;2019T2;De 20 a 24 años
Comunitat Valenciana;26.46;Hombres;2019T1;De 20 a 24 años
Comunitat Valenciana;28.16;Hombres;2018T4;De 20 a 24 años
Comunitat Valenciana;32.36;Hombres;2018T3;De 20 a 24 años
Comunitat Valenciana;29.48;Hombres;2018T2;De 20 a 24 años
Comunitat Valenciana;39.12;Hombres;2018T1;De 20 a 24 años
Comunitat Valenciana;35.96;Hombres;2017T4;De 20 a 24 años
Comunitat Valenciana;39.44;Hombres;2017T3;De 20 a 24 años
Comunitat Valenciana;42.08;Hombres;2017T2;De 20 a 24 años
Comunitat Valenciana;48.46;Hombres;2017T1;De 20 a 24 años
Comunitat Valenciana;43.78;Hombres;2016T4;De 20 a 24 años
Comunitat Valenciana;41.6;Hombres;2016T3;De 20 a 24 años
Comunitat Valenciana;39.67;Hombres;2016T2;De 20 a 24 años
Comunitat Valenciana;41.46;Hombres;2016T1;De 20 a 24 años
Comunitat Valenciana;40.3;Hombres;2015T4;De 20 a 24 años
Comunitat Valenciana;43.77;Hombres;2015T3;De 20 a 24 años
Comunitat Valenciana;49.8;Hombres;2015T2;De 20 a 24 años
Comunitat Valenciana;46.1;Hombres;2015T1;De 20 a 24 años
Comunitat Valenciana;43.42;Hombres;2014T4;De 20 a 24 años
Comunitat Valenciana;53.16;Hombres;2014T3;De 20 a 24 años
Comunitat Valenciana;55.18;Hombres;2014T2;De 20 a 24 años
Comunitat Valenciana;64.15;Hombres;2014T1;De 20 a 24 años
Comunitat Valenciana;58.4;Hombres;2013T4;De 20 a 24 años
Comunitat Valenciana;55.91;Hombres;2013T3;De 20 a 24 años
Comunitat Valenciana;50.97;Hombres;2013T2;De 20 a 24 años
Comunitat Valenciana;55.09;Hombres;2013T1;De 20 a 24 años
Comunitat Valenciana;48.22;Hombres;2012T4;De 20 a 24 años
Comunitat Valenciana;50.64;Hombres;2012T3;De 20 a 24 años
Comunitat Valenciana;55.34;Hombres;2012T2;De 20 a 24 años
Comunitat Valenciana;59.1;Hombres;2012T1;De 20 a 24 años
Comunitat Valenciana;55.79;Hombres;2011T4;De 20 a 24 años
Comunitat Valenciana;50.46;Hombres;2011T3;De 20 a 24 años
Comunitat Valenciana;47.42;Hombres;2011T2;De 20 a 24 años
Comunitat Valenciana;49.46;Hombres;2011T1;De 20 a 24 años
Comunitat Valenciana;39.58;Hombres;2010T4;De 20 a 24 años
Comunitat Valenciana;33.86;Hombres;2010T3;De 20 a 24 años
Comunitat Valenciana;35.56;Hombres;2010T2;De 20 a 24 años
Comunitat Valenciana;35.48;Hombres;2010T1;De 20 a 24 años
Comunitat Valenciana;34.47;Hombres;2009T4;De 20 a 24 años
Comunitat Valenciana;37.1;Hombres;2009T3;De 20 a 24 años
Comunitat Valenciana;33.65;Hombres;2009T2;De 20 a 24 años
Comunitat Valenciana;33.9;Hombres;2009T1;De 20 a 24 años
Comunitat Valenciana;26.04;Hombres;2008T4;De 20 a 24 años
Comunitat Valenciana;22.29;Hombres;2008T3;De 20 a 24 años
Comunitat Valenciana;20.49;Hombres;2008T2;De 20 a 24 años
Comunitat Valenciana;14.92;Hombres;2008T1;De 20 a 24 años
Comunitat Valenciana;15.15;Hombres;2007T4;De 20 a 24 años
Comunitat Valenciana;11.87;Hombres;2007T3;De 20 a 24 años
Comunitat Valenciana;12.72;Hombres;2007T2;De 20 a 24 años
Comunitat Valenciana;13.89;Hombres;2007T1;De 20 a 24 años
Comunitat Valenciana;9.62;Hombres;2006T4;De 20 a 24 años
Comunitat Valenciana;12.44;Hombres;2006T3;De 20 a 24 años
Comunitat Valenciana;10.64;Hombres;2006T2;De 20 a 24 años
Comunitat Valenciana;13.97;Hombres;2006T1;De 20 a 24 años
Comunitat Valenciana;13.41;Hombres;2005T4;De 20 a 24 años
Comunitat Valenciana;9.93;Hombres;2005T3;De 20 a 24 años
Comunitat Valenciana;14.03;Hombres;2005T2;De 20 a 24 años
Comunitat Valenciana;16.79;Hombres;2005T1;De 20 a 24 años
Comunitat Valenciana;18.49;Hombres;2004T4;De 20 a 24 años
Comunitat Valenciana;13.62;Hombres;2004T3;De 20 a 24 años
Comunitat Valenciana;12.47;Hombres;2004T2;De 20 a 24 años
Comunitat Valenciana;12.89;Hombres;2004T1;De 20 a 24 años
Comunitat Valenciana;11.82;Hombres;2003T4;De 20 a 24 años
Comunitat Valenciana;12.23;Hombres;2003T3;De 20 a 24 años
Comunitat Valenciana;13.75;Hombres;2003T2;De 20 a 24 años
Comunitat Valenciana;15.05;Hombres;2003T1;De 20 a 24 años
Comunitat Valenciana;18.17;Hombres;2002T4;De 20 a 24 años
Comunitat Valenciana;16.73;Hombres;2002T3;De 20 a 24 años
Comunitat Valenciana;15.43;Hombres;2002T2;De 20 a 24 años
Comunitat Valenciana;15.37;Hombres;2002T1;De 20 a 24 años
Comunitat Valenciana;9.85;Hombres;2019T3;De 25 a 54 años
Comunitat Valenciana;10.42;Hombres;2019T2;De 25 a 54 años
Comunitat Valenciana;10.7;Hombres;2019T1;De 25 a 54 años
Comunitat Valenciana;11.27;Hombres;2018T4;De 25 a 54 años
Comunitat Valenciana;11.58;Hombres;2018T3;De 25 a 54 años
Comunitat Valenciana;12.29;Hombres;2018T2;De 25 a 54 años
Comunitat Valenciana;13.98;Hombres;2018T1;De 25 a 54 años
Comunitat Valenciana;12.13;Hombres;2017T4;De 25 a 54 años
Comunitat Valenciana;13.54;Hombres;2017T3;De 25 a 54 años
Comunitat Valenciana;13.3;Hombres;2017T2;De 25 a 54 años
Comunitat Valenciana;16.17;Hombres;2017T1;De 25 a 54 años
Comunitat Valenciana;15.28;Hombres;2016T4;De 25 a 54 años
Comunitat Valenciana;16.21;Hombres;2016T3;De 25 a 54 años
Comunitat Valenciana;16.95;Hombres;2016T2;De 25 a 54 años
Comunitat Valenciana;18.44;Hombres;2016T1;De 25 a 54 años
Comunitat Valenciana;17.74;Hombres;2015T4;De 25 a 54 años
Comunitat Valenciana;18.36;Hombres;2015T3;De 25 a 54 años
Comunitat Valenciana;19.61;Hombres;2015T2;De 25 a 54 años
Comunitat Valenciana;21.95;Hombres;2015T1;De 25 a 54 años
Comunitat Valenciana;20.82;Hombres;2014T4;De 25 a 54 años
Comunitat Valenciana;22.84;Hombres;2014T3;De 25 a 54 años
Comunitat Valenciana;23.56;Hombres;2014T2;De 25 a 54 años
Comunitat Valenciana;24.52;Hombres;2014T1;De 25 a 54 años
Comunitat Valenciana;23.88;Hombres;2013T4;De 25 a 54 años
Comunitat Valenciana;25.51;Hombres;2013T3;De 25 a 54 años
Comunitat Valenciana;25.94;Hombres;2013T2;De 25 a 54 años
Comunitat Valenciana;25.93;Hombres;2013T1;De 25 a 54 años
Comunitat Valenciana;25.96;Hombres;2012T4;De 25 a 54 años
Comunitat Valenciana;26.03;Hombres;2012T3;De 25 a 54 años
Comunitat Valenciana;25.9;Hombres;2012T2;De 25 a 54 años
Comunitat Valenciana;26.01;Hombres;2012T1;De 25 a 54 años
Comunitat Valenciana;23.14;Hombres;2011T4;De 25 a 54 años
Comunitat Valenciana;21.77;Hombres;2011T3;De 25 a 54 años
Comunitat Valenciana;20.89;Hombres;2011T2;De 25 a 54 años
Comunitat Valenciana;21.8;Hombres;2011T1;De 25 a 54 años
Comunitat Valenciana;20.26;Hombres;2010T4;De 25 a 54 años
Comunitat Valenciana;21.78;Hombres;2010T3;De 25 a 54 años
Comunitat Valenciana;22.28;Hombres;2010T2;De 25 a 54 años
Comunitat Valenciana;21.87;Hombres;2010T1;De 25 a 54 años
Comunitat Valenciana;21.75;Hombres;2009T4;De 25 a 54 años
Comunitat Valenciana;21.35;Hombres;2009T3;De 25 a 54 años
Comunitat Valenciana;19.61;Hombres;2009T2;De 25 a 54 años
Comunitat Valenciana;17.17;Hombres;2009T1;De 25 a 54 años
Comunitat Valenciana;12.54;Hombres;2008T4;De 25 a 54 años
Comunitat Valenciana;10.16;Hombres;2008T3;De 25 a 54 años
Comunitat Valenciana;8.77;Hombres;2008T2;De 25 a 54 años
Comunitat Valenciana;6.96;Hombres;2008T1;De 25 a 54 años
Comunitat Valenciana;6.76;Hombres;2007T4;De 25 a 54 años
Comunitat Valenciana;5.93;Hombres;2007T3;De 25 a 54 años
Comunitat Valenciana;5.95;Hombres;2007T2;De 25 a 54 años
Comunitat Valenciana;5.14;Hombres;2007T1;De 25 a 54 años
Comunitat Valenciana;5.38;Hombres;2006T4;De 25 a 54 años
Comunitat Valenciana;5.6;Hombres;2006T3;De 25 a 54 años
Comunitat Valenciana;4.83;Hombres;2006T2;De 25 a 54 años
Comunitat Valenciana;5.7;Hombres;2006T1;De 25 a 54 años
Comunitat Valenciana;5.28;Hombres;2005T4;De 25 a 54 años
Comunitat Valenciana;4.66;Hombres;2005T3;De 25 a 54 años
