Comunidad Autonoma;Tasa Paro;Sexo;Periodo;Edad
Asturias;10.28;Ambos sexos;2002T2;Total
Asturias;9.15;Ambos sexos;2002T1;Total
Asturias;28.4;Ambos sexos;2019T3;Menores de 25 años
Asturias;26.23;Ambos sexos;2019T2;Menores de 25 años
Asturias;29.59;Ambos sexos;2019T1;Menores de 25 años
Asturias;27.47;Ambos sexos;2018T4;Menores de 25 años
Asturias;35.06;Ambos sexos;2018T3;Menores de 25 años
Asturias;44.58;Ambos sexos;2018T2;Menores de 25 años
Asturias;41.91;Ambos sexos;2018T1;Menores de 25 años
Asturias;46.41;Ambos sexos;2017T4;Menores de 25 años
Asturias;33.78;Ambos sexos;2017T3;Menores de 25 años
Asturias;36.81;Ambos sexos;2017T2;Menores de 25 años
Asturias;31.37;Ambos sexos;2017T1;Menores de 25 años
Asturias;35.0;Ambos sexos;2016T4;Menores de 25 años
Asturias;47.02;Ambos sexos;2016T3;Menores de 25 años
Asturias;57.18;Ambos sexos;2016T2;Menores de 25 años
Asturias;52.13;Ambos sexos;2016T1;Menores de 25 años
Asturias;45.22;Ambos sexos;2015T4;Menores de 25 años
Asturias;34.17;Ambos sexos;2015T3;Menores de 25 años
Asturias;44.88;Ambos sexos;2015T2;Menores de 25 años
Asturias;44.04;Ambos sexos;2015T1;Menores de 25 años
Asturias;45.52;Ambos sexos;2014T4;Menores de 25 años
Asturias;39.63;Ambos sexos;2014T3;Menores de 25 años
Asturias;47.14;Ambos sexos;2014T2;Menores de 25 años
Asturias;47.67;Ambos sexos;2014T1;Menores de 25 años
Asturias;47.93;Ambos sexos;2013T4;Menores de 25 años
Asturias;53.68;Ambos sexos;2013T3;Menores de 25 años
Asturias;54.93;Ambos sexos;2013T2;Menores de 25 años
Asturias;63.57;Ambos sexos;2013T1;Menores de 25 años
Asturias;53.26;Ambos sexos;2012T4;Menores de 25 años
Asturias;46.3;Ambos sexos;2012T3;Menores de 25 años
Asturias;44.12;Ambos sexos;2012T2;Menores de 25 años
Asturias;52.55;Ambos sexos;2012T1;Menores de 25 años
Asturias;51.7;Ambos sexos;2011T4;Menores de 25 años
Asturias;49.54;Ambos sexos;2011T3;Menores de 25 años
Asturias;47.25;Ambos sexos;2011T2;Menores de 25 años
Asturias;45.38;Ambos sexos;2011T1;Menores de 25 años
Asturias;43.56;Ambos sexos;2010T4;Menores de 25 años
Asturias;31.5;Ambos sexos;2010T3;Menores de 25 años
Asturias;33.53;Ambos sexos;2010T2;Menores de 25 años
Asturias;40.67;Ambos sexos;2010T1;Menores de 25 años
Asturias;35.91;Ambos sexos;2009T4;Menores de 25 años
Asturias;35.72;Ambos sexos;2009T3;Menores de 25 años
Asturias;37.09;Ambos sexos;2009T2;Menores de 25 años
Asturias;31.72;Ambos sexos;2009T1;Menores de 25 años
Asturias;22.65;Ambos sexos;2008T4;Menores de 25 años
Asturias;19.83;Ambos sexos;2008T3;Menores de 25 años
Asturias;22.07;Ambos sexos;2008T2;Menores de 25 años
Asturias;22.19;Ambos sexos;2008T1;Menores de 25 años
Asturias;18.12;Ambos sexos;2007T4;Menores de 25 años
Asturias;16.14;Ambos sexos;2007T3;Menores de 25 años
Asturias;18.56;Ambos sexos;2007T2;Menores de 25 años
Asturias;22.59;Ambos sexos;2007T1;Menores de 25 años
Asturias;18.09;Ambos sexos;2006T4;Menores de 25 años
Asturias;21.08;Ambos sexos;2006T3;Menores de 25 años
Asturias;22.22;Ambos sexos;2006T2;Menores de 25 años
Asturias;27.96;Ambos sexos;2006T1;Menores de 25 años
Asturias;24.25;Ambos sexos;2005T4;Menores de 25 años
Asturias;21.25;Ambos sexos;2005T3;Menores de 25 años
Asturias;24.98;Ambos sexos;2005T2;Menores de 25 años
Asturias;24.58;Ambos sexos;2005T1;Menores de 25 años
Asturias;26.67;Ambos sexos;2004T4;Menores de 25 años
Asturias;24.56;Ambos sexos;2004T3;Menores de 25 años
Asturias;30.06;Ambos sexos;2004T2;Menores de 25 años
Asturias;28.01;Ambos sexos;2004T1;Menores de 25 años
Asturias;25.61;Ambos sexos;2003T4;Menores de 25 años
Asturias;27.83;Ambos sexos;2003T3;Menores de 25 años
Asturias;24.17;Ambos sexos;2003T2;Menores de 25 años
Asturias;30.15;Ambos sexos;2003T1;Menores de 25 años
Asturias;23.38;Ambos sexos;2002T4;Menores de 25 años
Asturias;24.27;Ambos sexos;2002T3;Menores de 25 años
Asturias;23.02;Ambos sexos;2002T2;Menores de 25 años
Asturias;21.51;Ambos sexos;2002T1;Menores de 25 años
Asturias;13.8;Ambos sexos;2019T3;25 y más años
Asturias;13.65;Ambos sexos;2019T2;25 y más años
Asturias;14.37;Ambos sexos;2019T1;25 y más años
Asturias;12.28;Ambos sexos;2018T4;25 y más años
Asturias;12.52;Ambos sexos;2018T3;25 y más años
Asturias;11.85;Ambos sexos;2018T2;25 y más años
Asturias;13.89;Ambos sexos;2018T1;25 y más años
Asturias;13.37;Ambos sexos;2017T4;25 y más años
Asturias;11.98;Ambos sexos;2017T3;25 y más años
Asturias;11.98;Ambos sexos;2017T2;25 y más años
Asturias;13.47;Ambos sexos;2017T1;25 y más años
Asturias;13.62;Ambos sexos;2016T4;25 y más años
Asturias;15.64;Ambos sexos;2016T3;25 y más años
Asturias;17.45;Ambos sexos;2016T2;25 y más años
Asturias;17.99;Ambos sexos;2016T1;25 y más años
Asturias;19.18;Ambos sexos;2015T4;25 y más años
Asturias;16.15;Ambos sexos;2015T3;25 y más años
Asturias;19.05;Ambos sexos;2015T2;25 y más años
Asturias;17.94;Ambos sexos;2015T1;25 y más años
Asturias;19.56;Ambos sexos;2014T4;25 y más años
Asturias;19.05;Ambos sexos;2014T3;25 y más años
Asturias;19.86;Ambos sexos;2014T2;25 y más años
Asturias;21.43;Ambos sexos;2014T1;25 y más años
Asturias;20.92;Ambos sexos;2013T4;25 y más años
Asturias;22.3;Ambos sexos;2013T3;25 y más años
Asturias;23.06;Ambos sexos;2013T2;25 y más años
Asturias;23.52;Ambos sexos;2013T1;25 y más años
Asturias;22.34;Ambos sexos;2012T4;25 y más años
Asturias;20.5;Ambos sexos;2012T3;25 y más años
Asturias;19.87;Ambos sexos;2012T2;25 y más años
Asturias;18.84;Ambos sexos;2012T1;25 y más años
Asturias;16.96;Ambos sexos;2011T4;25 y más años
Asturias;15.03;Ambos sexos;2011T3;25 y más años
Asturias;15.45;Ambos sexos;2011T2;25 y más años
Asturias;16.55;Ambos sexos;2011T1;25 y más años
Asturias;14.96;Ambos sexos;2010T4;25 y más años
Asturias;12.94;Ambos sexos;2010T3;25 y más años
Asturias;15.28;Ambos sexos;2010T2;25 y más años
Asturias;14.88;Ambos sexos;2010T1;25 y más años
Asturias;12.41;Ambos sexos;2009T4;25 y más años
Asturias;11.62;Ambos sexos;2009T3;25 y más años
Asturias;11.98;Ambos sexos;2009T2;25 y más años
Asturias;10.31;Ambos sexos;2009T1;25 y más años
Asturias;8.98;Ambos sexos;2008T4;25 y más años
Asturias;6.43;Ambos sexos;2008T3;25 y más años
Asturias;6.51;Ambos sexos;2008T2;25 y más años
Asturias;7.34;Ambos sexos;2008T1;25 y más años
Asturias;7.11;Ambos sexos;2007T4;25 y más años
Asturias;6.3;Ambos sexos;2007T3;25 y más años
Asturias;8.31;Ambos sexos;2007T2;25 y más años
Asturias;8.17;Ambos sexos;2007T1;25 y más años
Asturias;8.27;Ambos sexos;2006T4;25 y más años
Asturias;8.25;Ambos sexos;2006T3;25 y más años
Asturias;6.72;Ambos sexos;2006T2;25 y más años
Asturias;8.26;Ambos sexos;2006T1;25 y más años
Asturias;7.9;Ambos sexos;2005T4;25 y más años
Asturias;7.7;Ambos sexos;2005T3;25 y más años
Asturias;9.24;Ambos sexos;2005T2;25 y más años
Asturias;9.72;Ambos sexos;2005T1;25 y más años
Asturias;8.8;Ambos sexos;2004T4;25 y más años
Asturias;7.7;Ambos sexos;2004T3;25 y más años
Asturias;8.23;Ambos sexos;2004T2;25 y más años
Asturias;9.77;Ambos sexos;2004T1;25 y más años
Asturias;8.47;Ambos sexos;2003T4;25 y más años
Asturias;9.92;Ambos sexos;2003T3;25 y más años
Asturias;9.38;Ambos sexos;2003T2;25 y más años
Asturias;10.42;Ambos sexos;2003T1;25 y más años
Asturias;8.6;Ambos sexos;2002T4;25 y más años
Asturias;8.01;Ambos sexos;2002T3;25 y más años
Asturias;8.88;Ambos sexos;2002T2;25 y más años
Asturias;7.84;Ambos sexos;2002T1;25 y más años
Asturias;34.52;Ambos sexos;2019T3;De 16 a 19 años
Asturias;36.98;Ambos sexos;2019T2;De 16 a 19 años
Asturias;25.85;Ambos sexos;2019T1;De 16 a 19 años
Asturias;56.95;Ambos sexos;2018T4;De 16 a 19 años
Asturias;67.85;Ambos sexos;2018T3;De 16 a 19 años
Asturias;71.91;Ambos sexos;2018T2;De 16 a 19 años
Asturias;46.3;Ambos sexos;2018T1;De 16 a 19 años
Asturias;72.19;Ambos sexos;2017T4;De 16 a 19 años
Asturias;50.38;Ambos sexos;2017T3;De 16 a 19 años
Asturias;44.93;Ambos sexos;2017T2;De 16 a 19 años
Asturias;31.51;Ambos sexos;2017T1;De 16 a 19 años
Asturias;21.29;Ambos sexos;2016T4;De 16 a 19 años
Asturias;53.04;Ambos sexos;2016T3;De 16 a 19 años
Asturias;51.96;Ambos sexos;2016T2;De 16 a 19 años
Asturias;52.38;Ambos sexos;2016T1;De 16 a 19 años
Asturias;32.62;Ambos sexos;2015T4;De 16 a 19 años
Asturias;27.25;Ambos sexos;2015T3;De 16 a 19 años
Asturias;68.58;Ambos sexos;2015T2;De 16 a 19 años
Asturias;51.57;Ambos sexos;2015T1;De 16 a 19 años
Asturias;62.81;Ambos sexos;2014T4;De 16 a 19 años
Asturias;55.86;Ambos sexos;2014T3;De 16 a 19 años
Asturias;44.9;Ambos sexos;2014T2;De 16 a 19 años
Asturias;63.3;Ambos sexos;2014T1;De 16 a 19 años
Asturias;74.81;Ambos sexos;2013T4;De 16 a 19 años
Asturias;79.58;Ambos sexos;2013T3;De 16 a 19 años
Asturias;100.0;Ambos sexos;2013T2;De 16 a 19 años
Asturias;86.44;Ambos sexos;2013T1;De 16 a 19 años
Asturias;49.41;Ambos sexos;2012T4;De 16 a 19 años
Asturias;59.45;Ambos sexos;2012T3;De 16 a 19 años
Asturias;63.75;Ambos sexos;2012T2;De 16 a 19 años
Asturias;74.5;Ambos sexos;2012T1;De 16 a 19 años
Asturias;80.7;Ambos sexos;2011T4;De 16 a 19 años
Asturias;59.6;Ambos sexos;2011T3;De 16 a 19 años
Asturias;54.28;Ambos sexos;2011T2;De 16 a 19 años
Asturias;45.37;Ambos sexos;2011T1;De 16 a 19 años
Asturias;58.5;Ambos sexos;2010T4;De 16 a 19 años
Asturias;53.86;Ambos sexos;2010T3;De 16 a 19 años
Asturias;53.49;Ambos sexos;2010T2;De 16 a 19 años
Asturias;50.11;Ambos sexos;2010T1;De 16 a 19 años
Asturias;32.0;Ambos sexos;2009T4;De 16 a 19 años
Asturias;64.15;Ambos sexos;2009T3;De 16 a 19 años
Asturias;75.81;Ambos sexos;2009T2;De 16 a 19 años
Asturias;67.53;Ambos sexos;2009T1;De 16 a 19 años
Asturias;37.36;Ambos sexos;2008T4;De 16 a 19 años
Asturias;27.7;Ambos sexos;2008T3;De 16 a 19 años
Asturias;40.54;Ambos sexos;2008T2;De 16 a 19 años
Asturias;45.37;Ambos sexos;2008T1;De 16 a 19 años
Asturias;37.38;Ambos sexos;2007T4;De 16 a 19 años
Asturias;18.85;Ambos sexos;2007T3;De 16 a 19 años
Asturias;35.21;Ambos sexos;2007T2;De 16 a 19 años
Asturias;24.59;Ambos sexos;2007T1;De 16 a 19 años
Asturias;27.15;Ambos sexos;2006T4;De 16 a 19 años
Asturias;16.14;Ambos sexos;2006T3;De 16 a 19 años
Asturias;36.7;Ambos sexos;2006T2;De 16 a 19 años
Asturias;37.54;Ambos sexos;2006T1;De 16 a 19 años
Asturias;32.63;Ambos sexos;2005T4;De 16 a 19 años
Asturias;35.65;Ambos sexos;2005T3;De 16 a 19 años
Asturias;35.76;Ambos sexos;2005T2;De 16 a 19 años
Asturias;29.0;Ambos sexos;2005T1;De 16 a 19 años
Asturias;40.63;Ambos sexos;2004T4;De 16 a 19 años
Asturias;36.82;Ambos sexos;2004T3;De 16 a 19 años
Asturias;36.6;Ambos sexos;2004T2;De 16 a 19 años
Asturias;42.59;Ambos sexos;2004T1;De 16 a 19 años
Asturias;43.08;Ambos sexos;2003T4;De 16 a 19 años
Asturias;44.38;Ambos sexos;2003T3;De 16 a 19 años
Asturias;37.1;Ambos sexos;2003T2;De 16 a 19 años
Asturias;55.92;Ambos sexos;2003T1;De 16 a 19 años
Asturias;8.34;Ambos sexos;2002T4;De 16 a 19 años
Asturias;28.86;Ambos sexos;2002T3;De 16 a 19 años
Asturias;32.29;Ambos sexos;2002T2;De 16 a 19 años
Asturias;26.21;Ambos sexos;2002T1;De 16 a 19 años
Asturias;27.17;Ambos sexos;2019T3;De 20 a 24 años
Asturias;24.55;Ambos sexos;2019T2;De 20 a 24 años
Asturias;29.99;Ambos sexos;2019T1;De 20 a 24 años
Asturias;24.17;Ambos sexos;2018T4;De 20 a 24 años
Asturias;31.18;Ambos sexos;2018T3;De 20 a 24 años
Asturias;40.69;Ambos sexos;2018T2;De 20 a 24 años
Asturias;41.26;Ambos sexos;2018T1;De 20 a 24 años
Asturias;40.64;Ambos sexos;2017T4;De 20 a 24 años
Asturias;31.04;Ambos sexos;2017T3;De 20 a 24 años
Asturias;35.48;Ambos sexos;2017T2;De 20 a 24 años
Asturias;31.34;Ambos sexos;2017T1;De 20 a 24 años
Asturias;37.86;Ambos sexos;2016T4;De 20 a 24 años
Asturias;45.95;Ambos sexos;2016T3;De 20 a 24 años
Asturias;58.08;Ambos sexos;2016T2;De 20 a 24 años
Asturias;52.09;Ambos sexos;2016T1;De 20 a 24 años
Asturias;47.12;Ambos sexos;2015T4;De 20 a 24 años
Asturias;35.77;Ambos sexos;2015T3;De 20 a 24 años
Asturias;40.61;Ambos sexos;2015T2;De 20 a 24 años
Asturias;42.86;Ambos sexos;2015T1;De 20 a 24 años
Asturias;42.32;Ambos sexos;2014T4;De 20 a 24 años
Asturias;36.92;Ambos sexos;2014T3;De 20 a 24 años
Asturias;47.4;Ambos sexos;2014T2;De 20 a 24 años
Asturias;46.24;Ambos sexos;2014T1;De 20 a 24 años
Asturias;44.81;Ambos sexos;2013T4;De 20 a 24 años
Asturias;49.64;Ambos sexos;2013T3;De 20 a 24 años
Asturias;49.6;Ambos sexos;2013T2;De 20 a 24 años
Asturias;61.6;Ambos sexos;2013T1;De 20 a 24 años
Asturias;53.47;Ambos sexos;2012T4;De 20 a 24 años
Asturias;45.3;Ambos sexos;2012T3;De 20 a 24 años
Asturias;42.24;Ambos sexos;2012T2;De 20 a 24 años
Asturias;50.89;Ambos sexos;2012T1;De 20 a 24 años
Asturias;48.58;Ambos sexos;2011T4;De 20 a 24 años
Asturias;47.72;Ambos sexos;2011T3;De 20 a 24 años
Asturias;46.03;Ambos sexos;2011T2;De 20 a 24 años
Asturias;45.38;Ambos sexos;2011T1;De 20 a 24 años
Asturias;40.54;Ambos sexos;2010T4;De 20 a 24 años
Asturias;26.89;Ambos sexos;2010T3;De 20 a 24 años
Asturias;30.4;Ambos sexos;2010T2;De 20 a 24 años
Asturias;39.47;Ambos sexos;2010T1;De 20 a 24 años
Asturias;36.44;Ambos sexos;2009T4;De 20 a 24 años
Asturias;31.85;Ambos sexos;2009T3;De 20 a 24 años
Asturias;29.94;Ambos sexos;2009T2;De 20 a 24 años
Asturias;25.63;Ambos sexos;2009T1;De 20 a 24 años
Asturias;20.53;Ambos sexos;2008T4;De 20 a 24 años
Asturias;18.03;Ambos sexos;2008T3;De 20 a 24 años
Asturias;17.74;Ambos sexos;2008T2;De 20 a 24 años
Asturias;18.45;Ambos sexos;2008T1;De 20 a 24 años
Asturias;16.07;Ambos sexos;2007T4;De 20 a 24 años
Asturias;15.68;Ambos sexos;2007T3;De 20 a 24 años
Asturias;16.49;Ambos sexos;2007T2;De 20 a 24 años
Asturias;22.28;Ambos sexos;2007T1;De 20 a 24 años
Asturias;17.1;Ambos sexos;2006T4;De 20 a 24 años
Asturias;21.72;Ambos sexos;2006T3;De 20 a 24 años
Asturias;19.71;Ambos sexos;2006T2;De 20 a 24 años
Asturias;26.72;Ambos sexos;2006T1;De 20 a 24 años
Asturias;23.24;Ambos sexos;2005T4;De 20 a 24 años
Asturias;19.06;Ambos sexos;2005T3;De 20 a 24 años
Asturias;23.67;Ambos sexos;2005T2;De 20 a 24 años
Asturias;24.15;Ambos sexos;2005T1;De 20 a 24 años
Asturias;25.0;Ambos sexos;2004T4;De 20 a 24 años
Asturias;22.56;Ambos sexos;2004T3;De 20 a 24 años
Asturias;28.59;Ambos sexos;2004T2;De 20 a 24 años
Asturias;25.92;Ambos sexos;2004T1;De 20 a 24 años
Asturias;23.08;Ambos sexos;2003T4;De 20 a 24 años
Asturias;24.73;Ambos sexos;2003T3;De 20 a 24 años
Asturias;22.39;Ambos sexos;2003T2;De 20 a 24 años
Asturias;26.46;Ambos sexos;2003T1;De 20 a 24 años
Asturias;25.09;Ambos sexos;2002T4;De 20 a 24 años
Asturias;23.52;Ambos sexos;2002T3;De 20 a 24 años
Asturias;21.42;Ambos sexos;2002T2;De 20 a 24 años
Asturias;20.64;Ambos sexos;2002T1;De 20 a 24 años
Asturias;14.77;Ambos sexos;2019T3;De 25 a 54 años
Asturias;14.5;Ambos sexos;2019T2;De 25 a 54 años
Asturias;15.69;Ambos sexos;2019T1;De 25 a 54 años
Asturias;13.35;Ambos sexos;2018T4;De 25 a 54 años
Asturias;13.66;Ambos sexos;2018T3;De 25 a 54 años
Asturias;12.9;Ambos sexos;2018T2;De 25 a 54 años
Asturias;14.5;Ambos sexos;2018T1;De 25 a 54 años
Asturias;14.4;Ambos sexos;2017T4;De 25 a 54 años
Asturias;12.82;Ambos sexos;2017T3;De 25 a 54 años
Asturias;12.71;Ambos sexos;2017T2;De 25 a 54 años
Asturias;14.49;Ambos sexos;2017T1;De 25 a 54 años
Asturias;15.04;Ambos sexos;2016T4;De 25 a 54 años
Asturias;17.11;Ambos sexos;2016T3;De 25 a 54 años
Asturias;18.59;Ambos sexos;2016T2;De 25 a 54 años
Asturias;19.41;Ambos sexos;2016T1;De 25 a 54 años
Asturias;20.29;Ambos sexos;2015T4;De 25 a 54 años
Asturias;16.91;Ambos sexos;2015T3;De 25 a 54 años
Asturias;20.48;Ambos sexos;2015T2;De 25 a 54 años
Asturias;18.61;Ambos sexos;2015T1;De 25 a 54 años
Asturias;20.35;Ambos sexos;2014T4;De 25 a 54 años
Asturias;20.0;Ambos sexos;2014T3;De 25 a 54 años
Asturias;21.04;Ambos sexos;2014T2;De 25 a 54 años
Asturias;23.07;Ambos sexos;2014T1;De 25 a 54 años
Asturias;22.93;Ambos sexos;2013T4;De 25 a 54 años
Asturias;24.71;Ambos sexos;2013T3;De 25 a 54 años
Asturias;25.48;Ambos sexos;2013T2;De 25 a 54 años
Asturias;26.0;Ambos sexos;2013T1;De 25 a 54 años
Asturias;24.35;Ambos sexos;2012T4;De 25 a 54 años
Asturias;22.4;Ambos sexos;2012T3;De 25 a 54 años
Asturias;21.55;Ambos sexos;2012T2;De 25 a 54 años
Asturias;20.87;Ambos sexos;2012T1;De 25 a 54 años
Asturias;17.96;Ambos sexos;2011T4;De 25 a 54 años
Asturias;15.89;Ambos sexos;2011T3;De 25 a 54 años
Asturias;16.04;Ambos sexos;2011T2;De 25 a 54 años
Asturias;17.0;Ambos sexos;2011T1;De 25 a 54 años
Asturias;15.62;Ambos sexos;2010T4;De 25 a 54 años
Asturias;13.36;Ambos sexos;2010T3;De 25 a 54 años
Asturias;15.86;Ambos sexos;2010T2;De 25 a 54 años
Asturias;15.58;Ambos sexos;2010T1;De 25 a 54 años
Asturias;13.41;Ambos sexos;2009T4;De 25 a 54 años
Asturias;12.33;Ambos sexos;2009T3;De 25 a 54 años
Asturias;12.8;Ambos sexos;2009T2;De 25 a 54 años
Asturias;10.91;Ambos sexos;2009T1;De 25 a 54 años
Asturias;9.81;Ambos sexos;2008T4;De 25 a 54 años
Asturias;6.92;Ambos sexos;2008T3;De 25 a 54 años
Asturias;6.99;Ambos sexos;2008T2;De 25 a 54 años
Asturias;7.55;Ambos sexos;2008T1;De 25 a 54 años
Asturias;7.48;Ambos sexos;2007T4;De 25 a 54 años
Asturias;6.76;Ambos sexos;2007T3;De 25 a 54 años
Asturias;8.89;Ambos sexos;2007T2;De 25 a 54 años
Asturias;9.06;Ambos sexos;2007T1;De 25 a 54 años
Asturias;9.04;Ambos sexos;2006T4;De 25 a 54 años
Asturias;9.06;Ambos sexos;2006T3;De 25 a 54 años
Asturias;7.3;Ambos sexos;2006T2;De 25 a 54 años
Asturias;8.98;Ambos sexos;2006T1;De 25 a 54 años
Asturias;8.44;Ambos sexos;2005T4;De 25 a 54 años
Asturias;8.38;Ambos sexos;2005T3;De 25 a 54 años
Asturias;9.64;Ambos sexos;2005T2;De 25 a 54 años
Asturias;10.23;Ambos sexos;2005T1;De 25 a 54 años
Asturias;9.66;Ambos sexos;2004T4;De 25 a 54 años
Asturias;8.42;Ambos sexos;2004T3;De 25 a 54 años
Asturias;8.96;Ambos sexos;2004T2;De 25 a 54 años
Asturias;10.65;Ambos sexos;2004T1;De 25 a 54 años
Asturias;9.13;Ambos sexos;2003T4;De 25 a 54 años
Asturias;10.57;Ambos sexos;2003T3;De 25 a 54 años
Asturias;9.71;Ambos sexos;2003T2;De 25 a 54 años
Asturias;10.96;Ambos sexos;2003T1;De 25 a 54 años
Asturias;9.05;Ambos sexos;2002T4;De 25 a 54 años
Asturias;8.4;Ambos sexos;2002T3;De 25 a 54 años
Asturias;9.45;Ambos sexos;2002T2;De 25 a 54 años
Asturias;8.42;Ambos sexos;2002T1;De 25 a 54 años
Asturias;10.27;Ambos sexos;2019T3;55 y más años
Asturias;10.55;Ambos sexos;2019T2;55 y más años
Asturias;9.47;Ambos sexos;2019T1;55 y más años
Asturias;8.3;Ambos sexos;2018T4;55 y más años
Asturias;8.38;Ambos sexos;2018T3;55 y más años
Asturias;7.94;Ambos sexos;2018T2;55 y más años
Asturias;11.55;Ambos sexos;2018T1;55 y más años
Asturias;9.37;Ambos sexos;2017T4;55 y más años
Asturias;8.55;Ambos sexos;2017T3;55 y más años
Asturias;8.9;Ambos sexos;2017T2;55 y más años
Asturias;9.13;Ambos sexos;2017T1;55 y más años
Asturias;7.09;Ambos sexos;2016T4;55 y más años
Asturias;9.05;Ambos sexos;2016T3;55 y más años
Asturias;12.36;Ambos sexos;2016T2;55 y más años
Asturias;11.34;Ambos sexos;2016T1;55 y más años
Asturias;14.11;Ambos sexos;2015T4;55 y más años
Asturias;12.68;Ambos sexos;2015T3;55 y más años
Asturias;12.07;Ambos sexos;2015T2;55 y más años
Asturias;14.68;Ambos sexos;2015T1;55 y más años
Asturias;15.8;Ambos sexos;2014T4;55 y más años
Asturias;14.44;Ambos sexos;2014T3;55 y más años
Asturias;13.81;Ambos sexos;2014T2;55 y más años
Asturias;12.95;Ambos sexos;2014T1;55 y más años
Asturias;10.55;Ambos sexos;2013T4;55 y más años
Asturias;9.74;Ambos sexos;2013T3;55 y más años
Asturias;9.94;Ambos sexos;2013T2;55 y más años
Asturias;10.24;Ambos sexos;2013T1;55 y más años
Asturias;11.89;Ambos sexos;2012T4;55 y más años
Asturias;10.87;Ambos sexos;2012T3;55 y más años
Asturias;11.02;Ambos sexos;2012T2;55 y más años
Asturias;7.48;Ambos sexos;2012T1;55 y más años
Asturias;11.51;Ambos sexos;2011T4;55 y más años
Asturias;9.92;Ambos sexos;2011T3;55 y más años
Asturias;12.11;Ambos sexos;2011T2;55 y más años
Asturias;13.94;Ambos sexos;2011T1;55 y más años
Asturias;11.01;Ambos sexos;2010T4;55 y más años
Asturias;10.44;Ambos sexos;2010T3;55 y más años
Asturias;11.37;Ambos sexos;2010T2;55 y más años
Asturias;10.44;Ambos sexos;2010T1;55 y más años
Asturias;6.03;Ambos sexos;2009T4;55 y más años
Asturias;7.14;Ambos sexos;2009T3;55 y más años
Asturias;7.15;Ambos sexos;2009T2;55 y más años
Asturias;6.67;Ambos sexos;2009T1;55 y más años
Asturias;4.3;Ambos sexos;2008T4;55 y más años
Asturias;3.52;Ambos sexos;2008T3;55 y más años
Asturias;3.46;Ambos sexos;2008T2;55 y más años
Asturias;5.97;Ambos sexos;2008T1;55 y más años
Asturias;4.53;Ambos sexos;2007T4;55 y más años
Asturias;3.43;Ambos sexos;2007T3;55 y más años
Asturias;4.57;Ambos sexos;2007T2;55 y más años
Asturias;2.46;Ambos sexos;2007T1;55 y más años
Asturias;3.06;Ambos sexos;2006T4;55 y más años
Asturias;2.96;Ambos sexos;2006T3;55 y más años
Asturias;2.75;Ambos sexos;2006T2;55 y más años
Asturias;3.08;Ambos sexos;2006T1;55 y más años
Asturias;4.29;Ambos sexos;2005T4;55 y más años
Asturias;3.17;Ambos sexos;2005T3;55 y más años
Asturias;6.37;Ambos sexos;2005T2;55 y más años
Asturias;5.84;Ambos sexos;2005T1;55 y más años
Asturias;2.68;Ambos sexos;2004T4;55 y más años
Asturias;2.49;Ambos sexos;2004T3;55 y más años
Asturias;2.8;Ambos sexos;2004T2;55 y más años
Asturias;3.44;Ambos sexos;2004T1;55 y más años
Asturias;3.64;Ambos sexos;2003T4;55 y más años
Asturias;4.93;Ambos sexos;2003T3;55 y más años
Asturias;6.69;Ambos sexos;2003T2;55 y más años
Asturias;5.99;Ambos sexos;2003T1;55 y más años
Asturias;5.0;Ambos sexos;2002T4;55 y más años
Asturias;4.67;Ambos sexos;2002T3;55 y más años
Asturias;4.26;Ambos sexos;2002T2;55 y más años
Asturias;3.35;Ambos sexos;2002T1;55 y más años
Balears, Illes;8.18;Ambos sexos;2019T3;Total
Balears, Illes;12.13;Ambos sexos;2019T2;Total
Balears, Illes;17.06;Ambos sexos;2019T1;Total
Balears, Illes;10.91;Ambos sexos;2018T4;Total
Balears, Illes;7.16;Ambos sexos;2018T3;Total
Balears, Illes;11.22;Ambos sexos;2018T2;Total
Balears, Illes;17.42;Ambos sexos;2018T1;Total
Balears, Illes;12.61;Ambos sexos;2017T4;Total
Balears, Illes;9.25;Ambos sexos;2017T3;Total
Balears, Illes;11.49;Ambos sexos;2017T2;Total
Balears, Illes;16.76;Ambos sexos;2017T1;Total
Balears, Illes;13.8;Ambos sexos;2016T4;Total
Balears, Illes;10.6;Ambos sexos;2016T3;Total
Balears, Illes;13.02;Ambos sexos;2016T2;Total
Balears, Illes;18.41;Ambos sexos;2016T1;Total
Balears, Illes;17.02;Ambos sexos;2015T4;Total
Balears, Illes;13.88;Ambos sexos;2015T3;Total
Balears, Illes;16.45;Ambos sexos;2015T2;Total
Balears, Illes;22.29;Ambos sexos;2015T1;Total
Balears, Illes;18.88;Ambos sexos;2014T4;Total
Balears, Illes;15.94;Ambos sexos;2014T3;Total
Balears, Illes;19.04;Ambos sexos;2014T2;Total
Balears, Illes;26.7;Ambos sexos;2014T1;Total
Balears, Illes;22.72;Ambos sexos;2013T4;Total
Balears, Illes;16.93;Ambos sexos;2013T3;Total
Balears, Illes;21.14;Ambos sexos;2013T2;Total
Balears, Illes;28.55;Ambos sexos;2013T1;Total
Balears, Illes;24.3;Ambos sexos;2012T4;Total
Balears, Illes;19.56;Ambos sexos;2012T3;Total
Balears, Illes;21.32;Ambos sexos;2012T2;Total
Balears, Illes;27.85;Ambos sexos;2012T1;Total
Balears, Illes;25.49;Ambos sexos;2011T4;Total
Balears, Illes;17.79;Ambos sexos;2011T3;Total
